date,user,steps,calories,distance_km,active_minutes,resting_heart_rate,sleep_hours
2024-04-11,Alice,7227,376,8.2,53,61,8.4
2024-04-11,Bob,4743,396,3.8,33,69,6.1
2024-04-11,Carol,15059,655,7,84,63,8.8
2024-04-11,Dave,8344,394,6.6,47,63,7
2024-04-11,Eve,10834,435,8,41,62,8.2
2024-04-12,Alice,8394,512,5.6,43,63,6.7
2024-04-12,Bob,5692,317,3.8,32,75,7.3
2024-04-12,Carol,14144,623,8.6,54,59,9.1
2024-04-12,Dave,7241,427,6.1,32,71,7
2024-04-12,Eve,12740,418,7.3,51,60,6.9
2024-04-13,Alice,12001,579,9,65,65,6.4
2024-04-13,Bob,6316,363,4.3,26,68,7.1
2024-04-13,Carol,13971,810,7.9,70,59,8.2
2024-04-13,Dave,9209,464,7.5,41,73,6.5
2024-04-13,Eve,10081,642,7.2,58,62,8.3
2024-04-14,Alice,10304,476,8.5,60,62,7
2024-04-14,Bob,6750,455,5.3,29,71,6
2024-04-14,Carol,14183,648,11,84,55,8.6
2024-04-14,Dave,10184,512,5,49,73,6.4
2024-04-14,Eve,15315,501,8.9,74,60,7.9
2024-04-15,Alice,9997,423,6.8,58,67,7.4
2024-04-15,Bob,7085,344,3.6,28,72,7.4
2024-04-15,Carol,10629,490,9,69,57,6.9
2024-04-15,Dave,7844,470,6.8,42,64,6.2
2024-04-15,Eve,8310,555,9.3,50,65,8
2024-04-16,Alice,7077,554,5.3,57,58,8.6
2024-04-16,Bob,7427,358,4.1,39,66,7.5
2024-04-16,Carol,10906,480,10.7,54,55,7
2024-04-16,Dave,6749,432,6.4,37,71,6.4
2024-04-16,Eve,10547,568,8.5,66,60,7.3
2024-04-17,Alice,9135,544,5.1,55,61,7.7
2024-04-17,Bob,5472,306,5.1,31,75,6.3
2024-04-17,Carol,13873,637,8.3,67,61,7
2024-04-17,Dave,7430,322,5.7,34,65,6.5
2024-04-17,Eve,8371,512,9.6,63,59,8.2
2024-04-18,Alice,8940,417,5.1,52,61,7.1
2024-04-18,Bob,7038,339,4.8,37,71,7.4
2024-04-18,Carol,13081,648,7.5,70,60,7.2
2024-04-18,Dave,9270,392,6.2,51,71,6.9
2024-04-18,Eve,8349,471,5.9,45,57,8.9
2024-04-19,Alice,9305,551,5.5,43,58,7.5
2024-04-19,Bob,6187,364,5.1,28,64,7.4
2024-04-19,Carol,11407,657,10.5,80,55,7.2
2024-04-19,Dave,8188,470,4.3,37,72,7.8
2024-04-19,Eve,13176,495,8.3,63,63,8.9
2024-04-20,Alice,9718,606,7.7,58,66,6.5
2024-04-20,Bob,6568,323,4.7,36,66,6.3
2024-04-20,Carol,16179,558,10.6,103,54,9.1
2024-04-20,Dave,9176,374,5.3,52,65,6.5
2024-04-20,Eve,12236,673,10.3,47,65,6.8
2024-04-21,Alice,9025,565,7.2,58,62,7.9
2024-04-21,Bob,7789,445,5.3,44,68,6.3
2024-04-21,Carol,14797,746,11,62,60,8.8
2024-04-21,Dave,7548,389,6.9,40,72,7.8
2024-04-21,Eve,13029,568,9.5,49,62,6.9
2024-04-22,Alice,9912,413,6.7,42,60,8
2024-04-22,Bob,6664,381,5.3,33,64,6.1
2024-04-22,Carol,10051,701,7.6,91,59,6.9
2024-04-22,Dave,8115,351,6.9,40,71,6.5
2024-04-22,Eve,10279,555,8.1,62,59,6.8
2024-04-23,Alice,9200,540,7.9,65,64,7.1
2024-04-23,Bob,7082,353,5.1,31,69,6.5
2024-04-23,Carol,14342,671,9.7,61,55,8.3
2024-04-23,Dave,9069,438,5.3,47,62,7.3
2024-04-23,Eve,12963,584,9.6,67,56,7.2
2024-04-24,Alice,10191,542,8.2,55,60,7.9
2024-04-24,Bob,5228,386,3.3,35,64,5.9
2024-04-24,Carol,9828,653,10.5,67,56,7
2024-04-24,Dave,7822,386,4.7,33,64,6
2024-04-24,Eve,10278,484,7,61,65,7.3
2024-04-25,Alice,9504,556,5.2,45,64,7
2024-04-25,Bob,5439,285,5.4,24,75,6.6
2024-04-25,Carol,12692,684,7.6,80,56,8.8
2024-04-25,Dave,7585,365,6.3,39,69,7.8
2024-04-25,Eve,12771,447,6,40,62,7.1
2024-04-26,Alice,8822,401,5.2,44,65,6.7
2024-04-26,Bob,7314,302,4.8,40,68,7.8
2024-04-26,Carol,14057,689,8.8,63,57,9.1
2024-04-26,Dave,7808,335,6.7,33,64,7.4
2024-04-26,Eve,12165,530,7.2,55,65,7.5
2024-04-27,Alice,12214,454,9.4,50,66,7.8
2024-04-27,Bob,8912,312,5.4,39,67,6.4
2024-04-27,Carol,14599,673,12.8,61,58,7.4
2024-04-27,Dave,9118,539,6.8,41,65,7.7
2024-04-27,Eve,15478,664,7.2,59,57,6.6
2024-04-28,Alice,13014,571,9.1,51,64,6.6
2024-04-28,Bob,6628,419,6.2,31,72,7.3
2024-04-28,Carol,13276,663,8.5,89,56,7.6
2024-04-28,Dave,7462,425,7.2,59,71,6.4
2024-04-28,Eve,14221,624,7,64,65,7.4
2024-04-29,Alice,8298,505,6.3,51,63,7.5
2024-04-29,Bob,5653,312,5.4,30,75,5.9
2024-04-29,Carol,13571,516,11,86,53,7.4
2024-04-29,Dave,8194,341,4.5,52,73,6.4
2024-04-29,Eve,12547,616,7.7,44,57,8.4
2024-04-30,Alice,9280,502,7.2,51,61,7.7
2024-04-30,Bob,6018,351,3.9,23,65,7.7
2024-04-30,Carol,12057,688,9.3,55,56,7.6
2024-04-30,Dave,7953,398,4.5,52,66,6
2024-04-30,Eve,10631,509,6,57,61,8
2024-05-01,Alice,7022,528,6,66,61,7.5
2024-05-01,Bob,4802,398,5.4,23,68,7.5
2024-05-01,Carol,10951,660,9.4,61,55,7.2
2024-05-01,Dave,8516,371,5.3,53,67,6.6
2024-05-01,Eve,11150,458,6.1,65,56,7.3
2024-05-02,Alice,10692,534,5.3,39,65,6.7
2024-05-02,Bob,5192,298,3.4,31,68,6.6
2024-05-02,Carol,13974,713,9.5,93,56,7.3
2024-05-02,Dave,7268,425,4.3,53,68,6.5
2024-05-02,Eve,9615,425,8,57,56,7.4
2024-05-03,Alice,11587,399,8.4,59,64,7.6
2024-05-03,Bob,4957,338,3.7,36,65,6.9
2024-05-03,Carol,10022,525,7.1,78,53,7.1
2024-05-03,Dave,8383,325,5.2,50,64,6.2
2024-05-03,Eve,13348,502,8.8,59,61,6.7
2024-05-04,Alice,9958,611,7.2,76,58,8.1
2024-05-04,Bob,6592,362,5.3,41,66,7.2
2024-05-04,Carol,13987,810,10.4,104,62,7.4
2024-05-04,Dave,8240,470,5.2,37,71,8
2024-05-04,Eve,13187,645,9.2,55,63,8.4
2024-05-05,Alice,12397,482,7.1,53,68,7.5
2024-05-05,Bob,5967,361,6.1,36,69,6.7
2024-05-05,Carol,14999,682,11,97,56,8.2
2024-05-05,Dave,10967,431,7.9,40,63,7.4
2024-05-05,Eve,13159,651,9.3,74,56,7.2
2024-05-06,Alice,7879,486,7.1,59,63,8.6
2024-05-06,Bob,5001,295,4.1,22,73,7.6
2024-05-06,Carol,11226,536,9.2,74,60,8
2024-05-06,Dave,8003,452,7,40,62,6.6
2024-05-06,Eve,9979,526,8.6,42,59,7.9
2024-05-07,Alice,11145,492,6.1,42,58,7.3
2024-05-07,Bob,5239,314,3.3,30,68,5.9
2024-05-07,Carol,10541,663,8.8,67,61,7
2024-05-07,Dave,8194,337,6.6,31,65,7.1
2024-05-07,Eve,9354,607,8.5,51,64,7.3
2024-05-08,Alice,9158,492,5.9,51,59,8.5
2024-05-08,Bob,7253,344,4.9,31,74,6.9
2024-05-08,Carol,11491,597,7.6,94,62,7
2024-05-08,Dave,7386,340,6.8,52,72,7.8
2024-05-08,Eve,10258,534,7.6,50,59,8.9
2024-05-09,Alice,7938,463,6.6,66,67,7.1
2024-05-09,Bob,6861,375,4,38,73,6.6
2024-05-09,Carol,15164,685,8.2,71,61,7.9
2024-05-09,Dave,7524,426,4.6,52,64,7.1
2024-05-09,Eve,13218,621,8.1,48,57,6.9
2024-05-10,Alice,7913,393,7.8,45,60,8.6
2024-05-10,Bob,7057,395,4.8,34,74,6.8
2024-05-10,Carol,10988,572,9.4,53,56,8.5
2024-05-10,Dave,8564,405,5.4,45,64,7.1
2024-05-10,Eve,13505,574,9.4,54,62,7.6
2024-05-11,Alice,8652,431,6.8,73,60,7.4
2024-05-11,Bob,8191,428,4.9,37,74,7.1
2024-05-11,Carol,12389,774,10.7,85,54,8.3
2024-05-11,Dave,10947,403,5.9,38,72,7.4
2024-05-11,Eve,15213,573,9.5,68,63,7.2
2024-05-12,Alice,10279,593,8.6,59,61,7.8
2024-05-12,Bob,8768,439,4.3,34,67,5.8
2024-05-12,Carol,16130,732,11.9,82,58,7.5
2024-05-12,Dave,11094,542,8,57,72,7.7
2024-05-12,Eve,11412,591,10.6,61,58,6.8
2024-05-13,Alice,11178,517,6.4,43,62,6.8
2024-05-13,Bob,5805,369,4.3,36,69,7.7
2024-05-13,Carol,13489,580,7.3,60,56,7.6
2024-05-13,Dave,8916,349,5.8,38,66,8
2024-05-13,Eve,8938,595,9.4,52,58,8.3
2024-05-14,Alice,10442,428,6,40,66,6.5
2024-05-14,Bob,7675,305,3.6,35,74,7
2024-05-14,Carol,9591,639,11,83,59,8.7
2024-05-14,Dave,9715,324,4.5,42,70,6.3
2024-05-14,Eve,13432,435,7.8,60,63,7.9
2024-05-15,Alice,7158,543,7.9,50,67,7.4
2024-05-15,Bob,4747,307,3.3,30,67,6.7
2024-05-15,Carol,10901,486,7.2,76,57,8.8
2024-05-15,Dave,9165,410,4.6,51,68,6.6
2024-05-15,Eve,9849,464,6,46,62,8.1
2024-05-16,Alice,10575,399,6.7,64,61,8.4
2024-05-16,Bob,5870,360,4.5,22,74,6.2
2024-05-16,Carol,15175,548,7.3,84,60,9
2024-05-16,Dave,8301,318,6.7,52,63,7.9
2024-05-16,Eve,8447,454,8.3,72,63,8.9
2024-05-17,Alice,9790,404,5.1,44,58,6.5
2024-05-17,Bob,5414,283,3.7,39,71,6
2024-05-17,Carol,14569,709,8,54,54,7.3
2024-05-17,Dave,8625,467,4.5,42,71,6.5
2024-05-17,Eve,8386,479,6.5,55,62,7.3
2024-05-18,Alice,8785,610,9.3,43,66,7.5
2024-05-18,Bob,5493,339,4.5,44,70,6.3
2024-05-18,Carol,10909,650,7.9,106,55,8.5
2024-05-18,Dave,7509,541,7.1,40,70,7.9
2024-05-18,Eve,15422,666,10.9,47,65,7
2024-05-19,Alice,13427,543,9.6,51,61,7.2
2024-05-19,Bob,7101,343,5.8,29,70,6.2
2024-05-19,Carol,13255,652,8.9,73,61,9.1
2024-05-19,Dave,8730,438,5.5,57,70,7.1
2024-05-19,Eve,9929,679,8.6,47,61,7.4
2024-05-20,Alice,9909,521,7.6,41,59,7
2024-05-20,Bob,6531,273,5.3,31,70,7.6
2024-05-20,Carol,10111,486,10.3,81,54,7.3
2024-05-20,Dave,7828,437,6.3,38,62,7.9
2024-05-20,Eve,9592,491,6.7,58,63,7.2
2024-05-21,Alice,10156,408,8.3,37,60,7.7
2024-05-21,Bob,5206,338,4.9,29,65,7.2
2024-05-21,Carol,11329,694,11.2,71,55,8.9
2024-05-21,Dave,5922,336,5.2,44,63,7.7
2024-05-21,Eve,8778,446,7.5,73,57,8.7
2024-05-22,Alice,8478,423,6.2,60,60,7.9
2024-05-22,Bob,5866,391,4.7,30,66,7.8
2024-05-22,Carol,13005,709,10.7,93,54,7
2024-05-22,Dave,8007,369,5.6,49,64,8
2024-05-22,Eve,12654,591,9.2,48,57,8.8
2024-05-23,Alice,11134,504,6.4,38,61,8
2024-05-23,Bob,7374,400,4.2,31,71,7.1
2024-05-23,Carol,15219,649,11.1,80,60,6.9
2024-05-23,Dave,9433,322,6.6,47,67,6.3
2024-05-23,Eve,11215,614,8.5,42,61,7.4
2024-05-24,Alice,10413,530,5.5,51,63,7.4
2024-05-24,Bob,4783,396,5.1,34,72,6.3
2024-05-24,Carol,11356,495,8.8,56,60,8.5
2024-05-24,Dave,7239,473,6.1,33,63,7.4
2024-05-24,Eve,10859,550,7.3,68,61,7.6
2024-05-25,Alice,8890,639,7.3,71,63,8.5
2024-05-25,Bob,7124,457,5.8,36,65,6.5
2024-05-25,Carol,14315,711,12.7,85,53,7.9
2024-05-25,Dave,9270,419,5.3,61,63,8
2024-05-25,Eve,12765,549,7.7,74,57,7.7
2024-05-26,Alice,12136,513,8.5,50,58,8.4
2024-05-26,Bob,7150,310,5.4,46,74,6.2
2024-05-26,Carol,14730,575,8.8,106,59,7.5
2024-05-26,Dave,8367,544,5.3,38,64,7.1
2024-05-26,Eve,14408,513,9,59,61,8.4
2024-05-27,Alice,8541,534,7.9,47,67,6.7
2024-05-27,Bob,5346,318,3.8,35,73,5.9
2024-05-27,Carol,11241,531,7.6,55,54,7.6
2024-05-27,Dave,7530,356,6.3,38,70,6.3
2024-05-27,Eve,13097,486,8.1,40,56,8
2024-05-28,Alice,8179,554,6.4,39,62,7.2
2024-05-28,Bob,5525,301,4.9,32,69,7.6
2024-05-28,Carol,11715,675,10.7,55,55,8.3
2024-05-28,Dave,7871,391,5.3,45,68,7
2024-05-28,Eve,10408,471,9.4,56,59,8
2024-05-29,Alice,10923,563,7.7,50,62,6.9
2024-05-29,Bob,5749,393,3.8,39,66,6.6
2024-05-29,Carol,12257,667,11.4,69,61,6.9
2024-05-29,Dave,9491,351,4.4,52,67,6.5
2024-05-29,Eve,12549,429,9.4,41,62,6.8
2024-05-30,Alice,10542,518,6.1,58,64,8.2
2024-05-30,Bob,6743,313,3.8,40,73,6.3
2024-05-30,Carol,10738,519,9.1,88,55,6.9
2024-05-30,Dave,6239,446,4.6,51,69,7.9
2024-05-30,Eve,12009,555,9.5,74,60,8.4
2024-05-31,Alice,9803,496,6.4,46,63,8
2024-05-31,Bob,6092,318,3.8,32,67,6.8
2024-05-31,Carol,12905,682,8.2,79,61,8.9
2024-05-31,Dave,9322,382,4.8,41,64,6.4
2024-05-31,Eve,11387,600,8.9,43,61,8.7
2024-06-01,Alice,8678,485,7.2,51,65,7.6
2024-06-01,Bob,8018,432,4,43,71,7.1
2024-06-01,Carol,14954,649,11.8,83,55,8.8
2024-06-01,Dave,11223,501,6.2,55,63,7.5
2024-06-01,Eve,10222,649,9.5,72,56,8
2024-06-02,Alice,12805,470,9.7,68,67,7.2
2024-06-02,Bob,8560,420,4.1,40,64,6
2024-06-02,Carol,12629,631,8.8,89,53,7.8
2024-06-02,Dave,9289,498,6.1,47,71,6.6
2024-06-02,Eve,14087,514,10.5,80,62,7.9
2024-06-03,Alice,9404,520,7.1,42,62,7.2
2024-06-03,Bob,5762,400,5.5,34,64,6.9
2024-06-03,Carol,9622,516,10.3,55,60,7.5
2024-06-03,Dave,7131,342,6.8,48,62,8
2024-06-03,Eve,11200,484,8.8,59,64,7.1
2024-06-04,Alice,7829,436,6,39,60,6.6
2024-06-04,Bob,5132,343,4,30,67,6.9
2024-06-04,Carol,10474,690,10,81,56,9
2024-06-04,Dave,8464,438,5.3,34,71,6.9
2024-06-04,Eve,10856,572,6.7,57,59,6.7
2024-06-05,Alice,8554,432,6.1,55,64,7.9
2024-06-05,Bob,4711,349,3.6,29,67,7.7
2024-06-05,Carol,12216,549,9.7,52,53,7
2024-06-05,Dave,6094,383,4.6,38,69,6.2
2024-06-05,Eve,10276,488,6.3,49,59,6.7
2024-06-06,Alice,7645,405,6.8,65,61,7.3
2024-06-06,Bob,6202,287,4.1,24,70,7
2024-06-06,Carol,10947,599,9.7,56,61,7.4
2024-06-06,Dave,8371,454,5,48,64,6
2024-06-06,Eve,9444,626,6.2,66,58,7.2
2024-06-07,Alice,8510,394,5.9,50,59,7.2
2024-06-07,Bob,6973,356,5.4,38,73,7.3
2024-06-07,Carol,10973,650,9.1,55,57,7.5
2024-06-07,Dave,8350,333,6.2,43,65,6.9
2024-06-07,Eve,9210,479,5.9,50,60,6.8
2024-06-08,Alice,10348,469,9.2,65,65,7.9
2024-06-08,Bob,5620,384,4.8,44,64,6.5
2024-06-08,Carol,17192,737,12.9,97,59,8.2
2024-06-08,Dave,9457,398,5.9,40,62,6.4
2024-06-08,Eve,15205,613,10.1,78,59,7
2024-06-09,Alice,10946,435,6.8,57,66,7.2
2024-06-09,Bob,5541,329,6,30,73,6.5
2024-06-09,Carol,12585,667,10.1,104,60,7.9
2024-06-09,Dave,10345,489,6.7,51,62,6.2
2024-06-09,Eve,15359,626,11,52,61,8
2024-06-10,Alice,7760,461,7.3,57,62,6.8
2024-06-10,Bob,4900,392,5.4,40,72,5.9
2024-06-10,Carol,14656,489,7.4,64,58,7.6
2024-06-10,Dave,7570,431,6.2,51,70,7.9
2024-06-10,Eve,9151,616,9.2,63,62,7.1
2024-06-11,Alice,7304,509,5.4,58,64,6.4
2024-06-11,Bob,6244,369,4,40,73,6
2024-06-11,Carol,13273,610,6.9,88,56,7.3
2024-06-11,Dave,7898,443,6.3,54,69,7
2024-06-11,Eve,12646,576,6.8,52,62,7
2024-06-12,Alice,7234,471,8,39,60,7.1
2024-06-12,Bob,4899,338,3.8,32,66,6.2
2024-06-12,Carol,9826,580,10.1,83,54,7.5
2024-06-12,Dave,7944,326,5,43,71,6.8
2024-06-12,Eve,10569,531,9,72,60,8
2024-06-13,Alice,11564,385,8.4,40,65,6.9
2024-06-13,Bob,6997,319,3.7,29,69,6.7
2024-06-13,Carol,10363,525,7.9,66,57,8.4
2024-06-13,Dave,6438,354,6.4,42,63,6.3
2024-06-13,Eve,10376,469,7.6,74,56,8.2
2024-06-14,Alice,7625,437,6.3,46,63,6.5
2024-06-14,Bob,5672,379,4.6,39,71,6.2
2024-06-14,Carol,11104,550,9.3,88,56,8.6
2024-06-14,Dave,7206,333,4.4,34,67,6.8
2024-06-14,Eve,12633,448,7.5,52,64,6.7
2024-06-15,Alice,8266,607,8.4,71,65,7.6
2024-06-15,Bob,5698,339,6.3,36,66,7.1
2024-06-15,Carol,11891,638,11.3,103,58,7.7
2024-06-15,Dave,10500,543,6.3,41,67,6
2024-06-15,Eve,9937,580,9,51,59,7.4
2024-06-16,Alice,12007,623,8.5,48,58,7.9
2024-06-16,Bob,6479,360,5.6,31,66,7.3
2024-06-16,Carol,16977,601,9.4,97,58,7.7
2024-06-16,Dave,7721,394,6.3,58,64,6.4
2024-06-16,Eve,13218,642,10.4,78,59,6.7
2024-06-17,Alice,7266,498,6.4,46,59,7.2
2024-06-17,Bob,5575,305,4.9,29,73,6
2024-06-17,Carol,11388,558,8.9,77,55,8
2024-06-17,Dave,7479,339,5.6,37,70,8
2024-06-17,Eve,10571,558,9.4,62,62,7.4
2024-06-18,Alice,10949,488,7.7,56,65,8.1
2024-06-18,Bob,6394,276,4.5,34,73,6.6
2024-06-18,Carol,14370,500,10.7,94,62,7.2
2024-06-18,Dave,8471,446,5.6,33,67,7
2024-06-18,Eve,10688,486,7.8,70,56,8.7
2024-06-19,Alice,11524,403,7.2,38,66,7.8
2024-06-19,Bob,5104,325,4.6,24,72,6.9
2024-06-19,Carol,10801,720,11.4,61,60,8.9
2024-06-19,Dave,8903,436,6.3,40,66,6.8
2024-06-19,Eve,9776,502,7.6,48,59,7.3
2024-06-20,Alice,8582,496,5.3,57,61,6.5
2024-06-20,Bob,6143,376,3.5,33,65,6.2
2024-06-20,Carol,13848,550,7,87,56,7.5
2024-06-20,Dave,9507,477,5.4,31,68,6.9
2024-06-20,Eve,8547,581,9.6,41,60,7.6
2024-06-21,Alice,11356,506,6.8,38,61,7.6
2024-06-21,Bob,7186,379,3.4,33,68,6.7
2024-06-21,Carol,14431,556,10.1,67,61,8.8
2024-06-21,Dave,6796,405,4.6,41,67,7.4
2024-06-21,Eve,13305,569,6.5,59,56,6.7
2024-06-22,Alice,9002,557,9.1,55,60,8.5
2024-06-22,Bob,8949,314,6.3,36,67,6
2024-06-22,Carol,17609,735,9.4,64,60,9.2
2024-06-22,Dave,10352,442,6.5,49,70,6.4
2024-06-22,Eve,15370,583,8.1,49,64,7.7
2024-06-23,Alice,12117,645,9.5,70,59,7.1
2024-06-23,Bob,8292,354,6,35,72,7
2024-06-23,Carol,17125,635,11,60,54,7.1
2024-06-23,Dave,9654,512,6.5,58,65,7
2024-06-23,Eve,15734,535,7.3,57,59,7.2
2024-06-24,Alice,8277,480,5.4,50,58,8.5
2024-06-24,Bob,7703,317,4.4,32,72,7.5
2024-06-24,Carol,15384,619,7.6,58,57,7.5
2024-06-24,Dave,7960,409,5.5,38,66,7.6
2024-06-24,Eve,11188,457,7.2,48,60,7.2
2024-06-25,Alice,11425,439,5.5,44,57,7.9
2024-06-25,Bob,4793,272,3.5,31,74,6.6
2024-06-25,Carol,12948,572,11.1,70,56,7.2
2024-06-25,Dave,9028,420,7.2,40,64,7.5
2024-06-25,Eve,11177,436,8.8,53,57,8.9
2024-06-26,Alice,7904,490,6,61,62,6.6
2024-06-26,Bob,6767,289,4.1,31,70,6.1
2024-06-26,Carol,10405,691,10.5,94,58,7.2
2024-06-26,Dave,8612,347,4.8,41,63,6.8
2024-06-26,Eve,13320,462,8.2,61,57,7.7
2024-06-27,Alice,8802,392,5.6,39,57,7
2024-06-27,Bob,6945,391,5.1,33,69,6.5
2024-06-27,Carol,13857,721,10.2,89,58,7.4
2024-06-27,Dave,5938,400,4.4,51,66,7.8
2024-06-27,Eve,11200,528,6.7,64,64,8.5
2024-06-28,Alice,8621,490,5.8,51,65,7
2024-06-28,Bob,5265,324,4.7,30,69,5.9
2024-06-28,Carol,14658,504,8.8,64,59,7
2024-06-28,Dave,9064,449,4.9,49,69,7.2
2024-06-28,Eve,9946,632,9.4,61,60,8.5
2024-06-29,Alice,9264,531,8.1,43,60,8.1
2024-06-29,Bob,8887,355,4.5,32,72,6.9
2024-06-29,Carol,17340,800,13.2,71,55,8.8
2024-06-29,Dave,9805,511,5.3,60,66,6.9
2024-06-29,Eve,11644,587,7.5,70,57,8
2024-06-30,Alice,13188,585,6.8,51,59,8.2
2024-06-30,Bob,8972,342,5.9,34,72,6.2
2024-06-30,Carol,14032,655,8.9,106,61,7.2
2024-06-30,Dave,10685,390,7.2,52,66,7.6
2024-06-30,Eve,13880,569,8.7,84,58,7.5
2024-07-01,Alice,10902,458,6.3,37,64,7.9
2024-07-01,Bob,6563,358,3.8,31,64,7
2024-07-01,Carol,12222,685,9.1,58,59,6.9
2024-07-01,Dave,8937,458,5.6,48,71,7.7
2024-07-01,Eve,8631,471,7.7,53,61,8.1
2024-07-02,Alice,10525,449,6.4,67,59,6.4
2024-07-02,Bob,7773,358,4.5,37,67,7.4
2024-07-02,Carol,11923,660,8.7,58,58,7.1
2024-07-02,Dave,9413,382,4.6,38,66,7.1
2024-07-02,Eve,11940,612,8.8,57,61,7.7
2024-07-03,Alice,11564,460,6.9,50,57,7.8
2024-07-03,Bob,6072,357,4.3,37,69,6.1
2024-07-03,Carol,10586,609,10.5,61,55,8.6
2024-07-03,Dave,8560,399,5,50,66,6.9
2024-07-03,Eve,11331,485,8,54,63,8.2
2024-07-04,Alice,10857,388,6,62,63,7.8
2024-07-04,Bob,6494,352,3.8,40,69,6.2
2024-07-04,Carol,9573,719,10.3,74,56,7.4
2024-07-04,Dave,8553,377,5.4,43,66,6.8
2024-07-04,Eve,11125,518,8.9,70,64,8.9
2024-07-05,Alice,11557,478,6.5,67,63,7.8
2024-07-05,Bob,4913,401,4.5,23,66,7
2024-07-05,Carol,10741,670,7.5,88,58,8.5
2024-07-05,Dave,7173,472,7.1,46,65,6.9
2024-07-05,Eve,11525,582,9.2,62,62,7.9
2024-07-06,Alice,13636,560,6.6,54,64,8
2024-07-06,Bob,9073,334,5.4,35,65,6
2024-07-06,Carol,16213,799,13.3,86,52,9
2024-07-06,Dave,11145,527,7.4,44,61,6
2024-07-06,Eve,9888,699,7.6,70,59,8.4
2024-07-07,Alice,13430,488,8,54,66,7.4
2024-07-07,Bob,6102,334,5.6,44,73,6.9
2024-07-07,Carol,15213,648,10.3,99,58,8.4
2024-07-07,Dave,7017,449,6.9,40,71,6.4
2024-07-07,Eve,11329,628,7.4,77,57,7.9
2024-07-08,Alice,11488,492,6,40,63,7.9
2024-07-08,Bob,5522,305,3.9,35,63,6.7
2024-07-08,Carol,15509,682,8,85,58,7.6
2024-07-08,Dave,7082,390,6.8,42,69,7.3
2024-07-08,Eve,11325,631,6,69,62,7.9
2024-07-09,Alice,7268,455,5.3,64,64,7.1
2024-07-09,Bob,5045,371,4.2,33,71,7.4
2024-07-09,Carol,13606,666,8.9,53,59,7.1
2024-07-09,Dave,6710,429,5.8,49,67,7
2024-07-09,Eve,9278,628,9.3,75,58,8.9
2024-07-10,Alice,9393,466,5.8,58,64,7.3
2024-07-10,Bob,7357,401,3.9,40,70,6.8
2024-07-10,Carol,14093,572,9,65,54,8.9
2024-07-10,Dave,7999,425,6.1,34,69,6.2
2024-07-10,Eve,12774,589,7,57,58,8.4
2024-07-11,Alice,8410,539,6.1,63,66,7
2024-07-11,Bob,5292,294,5.3,38,71,6.3
2024-07-11,Carol,11165,507,8.7,73,53,7
2024-07-11,Dave,8297,396,7.1,49,64,8
2024-07-11,Eve,8339,486,8.6,75,59,8.7
2024-07-12,Alice,7492,447,8.2,64,60,8.5
2024-07-12,Bob,7564,400,4.1,32,70,7.5
2024-07-12,Carol,12658,541,8,83,60,9
2024-07-12,Dave,7128,387,6.2,30,68,6.6
2024-07-12,Eve,11755,597,6.8,69,57,6.9
2024-07-13,Alice,10243,508,6.8,54,60,8.2
2024-07-13,Bob,7475,423,6.3,32,71,7
2024-07-13,Carol,15436,583,11.4,75,56,7.5
2024-07-13,Dave,10133,398,7.5,53,70,8
2024-07-13,Eve,11370,499,10.8,87,61,8.5
2024-07-14,Alice,10775,600,6.9,63,65,7.5
2024-07-14,Bob,8860,320,6.1,44,69,6.6
2024-07-14,Carol,13084,620,12.6,101,61,7.7
2024-07-14,Dave,11340,514,6.4,35,64,6.4
2024-07-14,Eve,13123,582,7.1,74,64,8.2
2024-07-15,Alice,10958,519,6.8,65,66,6.8
2024-07-15,Bob,7616,315,4.6,26,70,6.4
2024-07-15,Carol,13690,677,10.6,83,54,8.9
2024-07-15,Dave,6938,357,5,44,71,7.2
2024-07-15,Eve,10040,521,7.9,47,56,7.2
2024-07-16,Alice,7575,390,8.6,63,64,7.1
2024-07-16,Bob,5835,361,4.8,30,67,6.6
2024-07-16,Carol,11489,607,7.2,75,60,7.3
2024-07-16,Dave,7996,479,6.4,54,70,6.1
2024-07-16,Eve,9829,610,9.2,72,62,6.6
2024-07-17,Alice,9015,486,5.9,41,57,6.7
2024-07-17,Bob,6373,276,5.4,37,69,6.7
2024-07-17,Carol,9756,665,10.4,55,55,8.2
2024-07-17,Dave,6662,399,5,43,71,7
2024-07-17,Eve,10450,494,6.7,52,64,8
2024-07-18,Alice,7300,384,8.6,60,62,7.3
2024-07-18,Bob,6027,299,4.4,28,63,7.3
2024-07-18,Carol,9823,637,8.7,59,54,6.9
2024-07-18,Dave,8975,323,5.2,49,67,6.9
2024-07-18,Eve,8883,620,9,74,57,7.3
2024-07-19,Alice,9102,537,6.1,37,62,6.8
2024-07-19,Bob,7404,299,3.4,37,70,6.9
2024-07-19,Carol,15073,607,11.2,54,55,7.9
2024-07-19,Dave,8902,324,5.5,51,63,6.3
2024-07-19,Eve,13512,629,6.3,50,62,8
2024-07-20,Alice,11326,492,7.8,66,57,7.6
2024-07-20,Bob,6994,390,6.2,45,73,7.6
2024-07-20,Carol,18267,736,8.6,65,58,8.1
2024-07-20,Dave,7702,458,5.5,40,62,7.2
2024-07-20,Eve,10001,703,11.3,70,56,8.2
2024-07-21,Alice,8249,532,8.5,45,61,8
2024-07-21,Bob,8236,430,5.5,46,69,7.4
